id,original_name,english_name,ref,import_id,eumadb_url,url,source_gpx_url,source_geojson_url,member_acronym
1377,Voćin - Rupnica - Točak - Lom,,138,01_01_38,https://prod.eumadb.webmapp.it/resources/trails/1377,https://www.hps.hr/karta/index.html?track=01_01_38.gpx&number=138&naziv=Voćin - Rupnica - Točak - Lom&area=papuk,https://www.hps.hr/karta/gpx/01_01_38x.gpx,"",HPS
4797,910A,,910A,24176,https://prod.eumadb.webmapp.it/resources/trails/4797,https://osm2cai.cai.it/hiking-route/id/24176,"",https://osm2cai.cai.it/api/v1/hiking-route/24176,CAI
2614,Šimuni - Sv. Vid,,502,15_05_02,https://prod.eumadb.webmapp.it/resources/trails/2614,https://www.hps.hr/karta/index.html?track=15_05_02.gpx&number=502&naziv=Šimuni - Sv. Vid&area=jadranski_otoci_sjever,https://www.hps.hr/karta/gpx/15_05_02x.gpx,"",HPS
3045,144A,,144A,4329,https://prod.eumadb.webmapp.it/resources/trails/3045,https://osm2cai.cai.it/hiking-route/id/4329,"",https://osm2cai.cai.it/api/v1/hiking-route/4329,CAI
10727,P16 - Alpe Scaredi - Pizzo Stagno,,P16,10689,https://prod.eumadb.webmapp.it/resources/trails/10727,https://osm2cai.cai.it/hiking-route/id/10689,"",https://osm2cai.cai.it/api/v1/hiking-route/10689,CAI
10730,P30a - Bivio P30 - Cappella di Terza,,P30A,20239,https://prod.eumadb.webmapp.it/resources/trails/10730,https://osm2cai.cai.it/hiking-route/id/20239,"",https://osm2cai.cai.it/api/v1/hiking-route/20239,CAI
2621,Mala Kapja - Kom (Korčula),,801,16_08_01,https://prod.eumadb.webmapp.it/resources/trails/2621,https://www.hps.hr/karta/index.html?track=16_08_01.gpx&number=801&naziv=Mala Kapja - Kom (Korčula)&area=jadranski_otoci_jug,https://www.hps.hr/karta/gpx/16_08_01x.gpx,"",HPS
2622,Vela Luka - Hum,,802,16_08_02,https://prod.eumadb.webmapp.it/resources/trails/2622,https://www.hps.hr/karta/index.html?track=16_08_02.gpx&number=802&naziv=Vela Luka - Hum&area=jadranski_otoci_jug,https://www.hps.hr/karta/gpx/16_08_02x.gpx,"",HPS
2875,602B,,602B,295,https://prod.eumadb.webmapp.it/resources/trails/2875,https://osm2cai.cai.it/hiking-route/id/295,"",https://osm2cai.cai.it/api/v1/hiking-route/295,CAI
14733,Sentiero del Monte Rosso,,16,12288,https://prod.eumadb.webmapp.it/resources/trails/14733,https://osm2cai.cai.it/hiking-route/id/12288,"",https://osm2cai.cai.it/api/v1/hiking-route/12288,CAI
18438,Kraljev hrib - Planina Dol,,"",32363,https://prod.eumadb.webmapp.it/resources/trails/18438,https://mapzs.pzs.si/path/32363,https://mapzs.pzs.si/api/tracks/32363/gpx,"",PZS
2624,Vrpolje (Guge) - Pl. kuća Brezovac,,101,17_01_01,https://prod.eumadb.webmapp.it/resources/trails/2624,https://www.hps.hr/karta/index.html?track=17_01_01.gpx&number=101&naziv=Vrpolje (Guge) - Pl. kuća Brezovac&area=dinara,https://www.hps.hr/karta/gpx/17_01_01x.gpx,"",HPS
10747,S17a Monti Ortighedo - Passo Folungo,,S17A,17307,https://prod.eumadb.webmapp.it/resources/trails/10747,https://osm2cai.cai.it/hiking-route/id/17307,"",https://osm2cai.cai.it/api/v1/hiking-route/17307,CAI
18439,Božna - Smolnik - Črni Vrh,,"",31890,https://prod.eumadb.webmapp.it/resources/trails/18439,https://mapzs.pzs.si/path/31890,https://mapzs.pzs.si/api/tracks/31890/gpx,"",PZS
2626,Podinarje - Pl. kuća Brezovac,,103,17_01_03,https://prod.eumadb.webmapp.it/resources/trails/2626,https://www.hps.hr/karta/index.html?track=17_01_03.gpx&number=103&naziv=Podinarje - Pl. kuća Brezovac&area=dinara,https://www.hps.hr/karta/gpx/17_01_03x.gpx,"",HPS
3989,404,,404,7217,https://prod.eumadb.webmapp.it/resources/trails/3989,https://osm2cai.cai.it/hiking-route/id/7217,"",https://osm2cai.cai.it/api/v1/hiking-route/7217,CAI
2629,Uništa - Donje Torine,,106,17_01_06,https://prod.eumadb.webmapp.it/resources/trails/2629,https://www.hps.hr/karta/index.html?track=17_01_06.gpx&number=106&naziv=Uništa - Donje Torine&area=dinara,https://www.hps.hr/karta/gpx/17_01_06x.gpx,"",HPS
2882,491C,,491C,4838,https://prod.eumadb.webmapp.it/resources/trails/2882,https://osm2cai.cai.it/hiking-route/id/4838,"",https://osm2cai.cai.it/api/v1/hiking-route/4838,CAI
2883,P01D,,P01D,27432,https://prod.eumadb.webmapp.it/resources/trails/2883,https://osm2cai.cai.it/hiking-route/id/27432,"",https://osm2cai.cai.it/api/v1/hiking-route/27432,CAI
2884,729,,729,14093,https://prod.eumadb.webmapp.it/resources/trails/2884,https://osm2cai.cai.it/hiking-route/id/14093,"",https://osm2cai.cai.it/api/v1/hiking-route/14093,CAI
2885,720,,720,21027,https://prod.eumadb.webmapp.it/resources/trails/2885,https://osm2cai.cai.it/hiking-route/id/21027,"",https://osm2cai.cai.it/api/v1/hiking-route/21027,CAI
18440,grajski park - Gora,,"",31537,https://prod.eumadb.webmapp.it/resources/trails/18440,https://mapzs.pzs.si/path/31537,https://mapzs.pzs.si/api/tracks/31537/gpx,"",PZS
18442,Kuzovec - Črni Vrh,,"",30824,https://prod.eumadb.webmapp.it/resources/trails/18442,https://mapzs.pzs.si/path/30824,https://mapzs.pzs.si/api/tracks/30824/gpx,"",PZS
1369,Spojni put od 29 do 1,,129,01_01_29A,https://prod.eumadb.webmapp.it/resources/trails/1369,https://www.hps.hr/karta/index.html?track=01_01_29A.gpx&number=129&naziv=Spojni put od 29 do 1&area=papuk,https://www.hps.hr/karta/gpx/01_01_29Ax.gpx,"",HPS
1365,Spojni put kod Pl. skloništa Mališćak,,126,01_01_26B,https://prod.eumadb.webmapp.it/resources/trails/1365,https://www.hps.hr/karta/index.html?track=01_01_26B.gpx&number=126&naziv=Spojni put kod Pl. skloništa Mališćak&area=papuk,https://www.hps.hr/karta/gpx/01_01_26Bx.gpx,"",HPS
14731,Montorio - Trezzolano,,266,25269,https://prod.eumadb.webmapp.it/resources/trails/14731,https://osm2cai.cai.it/hiking-route/id/25269,"",https://osm2cai.cai.it/api/v1/hiking-route/25269,CAI
14732,"Storo - Tremalzo, via Tombea",,444,2948,https://prod.eumadb.webmapp.it/resources/trails/14732,https://osm2cai.cai.it/hiking-route/id/2948,"",https://osm2cai.cai.it/api/v1/hiking-route/2948,CAI
7407,332A,,332A,16815,https://prod.eumadb.webmapp.it/resources/trails/7407,https://osm2cai.cai.it/hiking-route/id/16815,"",https://osm2cai.cai.it/api/v1/hiking-route/16815,CAI
3268,(SI C01) Rifugio Montozzo “Angelo Bozzi” - Forcellina del Montozzo - Malga di Pian Palù - Malga Giumela - Val Taviela - Covel - Pejo,,SI,4932,https://prod.eumadb.webmapp.it/resources/trails/3268,https://osm2cai.cai.it/hiking-route/id/4932,"",https://osm2cai.cai.it/api/v1/hiking-route/4932,CAI
14735,126,,126,22477,https://prod.eumadb.webmapp.it/resources/trails/14735,https://osm2cai.cai.it/hiking-route/id/22477,"",https://osm2cai.cai.it/api/v1/hiking-route/22477,CAI
1372,Humljani - Planinarski dom Jankovac,,131,01_01_31,https://prod.eumadb.webmapp.it/resources/trails/1372,https://www.hps.hr/karta/index.html?track=01_01_31.gpx&number=131&naziv=Humljani - Planinarski dom Jankovac&area=papuk,https://www.hps.hr/karta/gpx/01_01_31x.gpx,"",HPS
18443,Polhov Gradec - Tošč,,"",32253,https://prod.eumadb.webmapp.it/resources/trails/18443,https://mapzs.pzs.si/path/32253,https://mapzs.pzs.si/api/tracks/32253/gpx,"",PZS
3269,586,,586,4596,https://prod.eumadb.webmapp.it/resources/trails/3269,https://osm2cai.cai.it/hiking-route/id/4596,"",https://osm2cai.cai.it/api/v1/hiking-route/4596,CAI
3270,Percorso Energia,,29,3891,https://prod.eumadb.webmapp.it/resources/trails/3270,https://osm2cai.cai.it/hiking-route/id/3891,"",https://osm2cai.cai.it/api/v1/hiking-route/3891,CAI
18445,Čez Jelovčnik na Gonte,,"",31171,https://prod.eumadb.webmapp.it/resources/trails/18445,https://mapzs.pzs.si/path/31171,https://mapzs.pzs.si/api/tracks/31171/gpx,"",PZS
18447,Grajska pot,,"",30955,https://prod.eumadb.webmapp.it/resources/trails/18447,https://mapzs.pzs.si/path/30955,https://mapzs.pzs.si/api/tracks/30955/gpx,"",PZS
1333,Kneževa voda - Novo Zvečevo,,101,01_01_01U,https://prod.eumadb.webmapp.it/resources/trails/1333,https://www.hps.hr/karta/index.html?track=01_01_01U.gpx&number=101&naziv=Kneževa voda - Novo Zvečevo&area=papuk,https://www.hps.hr/karta/gpx/01_01_01Ux.gpx,"",HPS
4012,Alta Via del Lario (Rifugio Giovo-Rifugio Menaggio),,"",27396,https://prod.eumadb.webmapp.it/resources/trails/4012,https://osm2cai.cai.it/hiking-route/id/27396,"",https://osm2cai.cai.it/api/v1/hiking-route/27396,CAI
1329,Javor - Češljakovački Vis,,101,01_01_01R,https://prod.eumadb.webmapp.it/resources/trails/1329,https://www.hps.hr/karta/index.html?track=01_01_01R.gpx&number=101&naziv=Javor - Češljakovački Vis&area=papuk,https://www.hps.hr/karta/gpx/01_01_01Rx.gpx,"",HPS
1348,Spojni put,,113,01_01_13B,https://prod.eumadb.webmapp.it/resources/trails/1348,https://www.hps.hr/karta/index.html?track=01_01_13B.gpx&number=113&naziv=Spojni put&area=papuk,https://www.hps.hr/karta/gpx/01_01_13Bx.gpx,"",HPS
7451,702,,702,26086,https://prod.eumadb.webmapp.it/resources/trails/7451,https://osm2cai.cai.it/hiking-route/id/26086,"",https://osm2cai.cai.it/api/v1/hiking-route/26086,CAI
1378,Šarenglava - Gudnoga - Rettweg - Lom,,139,01_01_39,https://prod.eumadb.webmapp.it/resources/trails/1378,https://www.hps.hr/karta/index.html?track=01_01_39.gpx&number=139&naziv=Šarenglava - Gudnoga - Rettweg - Lom&area=papuk,https://www.hps.hr/karta/gpx/01_01_39x.gpx,"",HPS
10742,S03c Carmine Inferiore - Bivio S03,,S03C,3397,https://prod.eumadb.webmapp.it/resources/trails/10742,https://osm2cai.cai.it/hiking-route/id/3397,"",https://osm2cai.cai.it/api/v1/hiking-route/3397,CAI
1341,Škodinovac - Debelo Brdo,,105,01_01_05,https://prod.eumadb.webmapp.it/resources/trails/1341,https://www.hps.hr/karta/index.html?track=01_01_05.gpx&number=105&naziv=Škodinovac - Debelo Brdo&area=papuk,https://www.hps.hr/karta/gpx/01_01_05x.gpx,"",HPS
12008,Sentiero 844B,,844B,23580,https://prod.eumadb.webmapp.it/resources/trails/12008,https://osm2cai.cai.it/hiking-route/id/23580,"",https://osm2cai.cai.it/api/v1/hiking-route/23580,CAI
1343,Međa - Vrani Kamen,,109,01_01_09,https://prod.eumadb.webmapp.it/resources/trails/1343,https://www.hps.hr/karta/index.html?track=01_01_09.gpx&number=109&naziv=Međa - Vrani Kamen&area=papuk,https://www.hps.hr/karta/gpx/01_01_09x.gpx,"",HPS
1344,Dom Lapjak - Češljakovački vis,,110,01_01_10,https://prod.eumadb.webmapp.it/resources/trails/1344,https://www.hps.hr/karta/index.html?track=01_01_10.gpx&number=110&naziv=Dom Lapjak - Češljakovački vis&area=papuk,https://www.hps.hr/karta/gpx/01_01_10x.gpx,"",HPS
18448,Polhov Gradec - Briše - Koreno,,"",31410,https://prod.eumadb.webmapp.it/resources/trails/18448,https://mapzs.pzs.si/path/31410,https://mapzs.pzs.si/api/tracks/31410/gpx,"",PZS
4013,147A,,147A,16243,https://prod.eumadb.webmapp.it/resources/trails/4013,https://osm2cai.cai.it/hiking-route/id/16243,"",https://osm2cai.cai.it/api/v1/hiking-route/16243,CAI
1364,Spojni put od 25 do 26 kod Pl. skloništa Mališčak,,126,01_01_26A,https://prod.eumadb.webmapp.it/resources/trails/1364,https://www.hps.hr/karta/index.html?track=01_01_26A.gpx&number=126&naziv=Spojni put od 25 do 26 kod Pl. skloništa Mališčak&area=papuk,https://www.hps.hr/karta/gpx/01_01_26Ax.gpx,"",HPS
18449,Belica - Ključ,,"",31574,https://prod.eumadb.webmapp.it/resources/trails/18449,https://mapzs.pzs.si/path/31574,https://mapzs.pzs.si/api/tracks/31574/gpx,"",PZS
1966,Željeznička postaja Lič - Fužinski Benkovac - Tuhobić,,1504,08_15_04,https://prod.eumadb.webmapp.it/resources/trails/1966,https://www.hps.hr/karta/index.html?track=08_15_04.gpx&number=1504&naziv=Željeznička postaja Lič - Fužinski Benkovac - Tuhobić&area=gorski_kotar_jug,https://www.hps.hr/karta/gpx/08_15_04x.gpx,"",HPS
7452,"""Variante 107"" - Percorso 107 - Torrio",,107A,16764,https://prod.eumadb.webmapp.it/resources/trails/7452,https://osm2cai.cai.it/hiking-route/id/16764,"",https://osm2cai.cai.it/api/v1/hiking-route/16764,CAI
7453,Borghetto – Mad. di Roverano – M.Pastenelle – P.ta Leccio,,546,17941,https://prod.eumadb.webmapp.it/resources/trails/7453,https://osm2cai.cai.it/hiking-route/id/17941,"",https://osm2cai.cai.it/api/v1/hiking-route/17941,CAI
1471,Izvor Bazovac - Vrganj - nadstrešnica Spektar,,426,01_04_26,https://prod.eumadb.webmapp.it/resources/trails/1471,https://www.hps.hr/karta/index.html?track=01_04_26.gpx&number=426&naziv=Izvor Bazovac - Vrganj - nadstrešnica Spektar&area=dilj_gora,https://www.hps.hr/karta/gpx/01_04_26x.gpx,"",HPS
12268,703,,703,21505,https://prod.eumadb.webmapp.it/resources/trails/12268,https://osm2cai.cai.it/hiking-route/id/21505,"",https://osm2cai.cai.it/api/v1/hiking-route/21505,CAI
4359,Nuraghe Busurtei,,611C,26224,https://prod.eumadb.webmapp.it/resources/trails/4359,https://osm2cai.cai.it/hiking-route/id/26224,"",https://osm2cai.cai.it/api/v1/hiking-route/26224,CAI
4015,La Costa - Mulini,,115C,7271,https://prod.eumadb.webmapp.it/resources/trails/4015,https://osm2cai.cai.it/hiking-route/id/7271,"",https://osm2cai.cai.it/api/v1/hiking-route/7271,CAI
7372,105A,,105A,19524,https://prod.eumadb.webmapp.it/resources/trails/7372,https://osm2cai.cai.it/hiking-route/id/19524,"",https://osm2cai.cai.it/api/v1/hiking-route/19524,CAI
13683,N39,,N39,24372,https://prod.eumadb.webmapp.it/resources/trails/13683,https://osm2cai.cai.it/hiking-route/id/24372,"",https://osm2cai.cai.it/api/v1/hiking-route/24372,CAI
1375,Mijači - Skresine,,136,01_01_36,https://prod.eumadb.webmapp.it/resources/trails/1375,https://www.hps.hr/karta/index.html?track=01_01_36.gpx&number=136&naziv=Mijači - Skresine&area=papuk,https://www.hps.hr/karta/gpx/01_01_36x.gpx,"",HPS
18451,Selo - Pasja ravan,,"",31787,https://prod.eumadb.webmapp.it/resources/trails/18451,https://mapzs.pzs.si/path/31787,https://mapzs.pzs.si/api/tracks/31787/gpx,"",PZS
7375,203,,203,6722,https://prod.eumadb.webmapp.it/resources/trails/7375,https://osm2cai.cai.it/hiking-route/id/6722,"",https://osm2cai.cai.it/api/v1/hiking-route/6722,CAI
7377,(SI E53N) Rifugio Andolla - Rifugio Alpe Laghetto,,SI,16414,https://prod.eumadb.webmapp.it/resources/trails/7377,https://osm2cai.cai.it/hiking-route/id/16414,"",https://osm2cai.cai.it/api/v1/hiking-route/16414,CAI
18453,Briše - Polhograjska gora (Sv. Lovrenc),,"",31696,https://prod.eumadb.webmapp.it/resources/trails/18453,https://mapzs.pzs.si/path/31696,https://mapzs.pzs.si/api/tracks/31696/gpx,"",PZS
2674,Spojni put: 120 i 133,,128,18_01_28,https://prod.eumadb.webmapp.it/resources/trails/2674,https://www.hps.hr/karta/index.html?track=18_01_28.gpx&number=128&naziv=Spojni put: 120 i 133&area=mosor,https://www.hps.hr/karta/gpx/18_01_28x.gpx,"",HPS
4362,L,,L,8437,https://prod.eumadb.webmapp.it/resources/trails/4362,https://osm2cai.cai.it/hiking-route/id/8437,"",https://osm2cai.cai.it/api/v1/hiking-route/8437,CAI
12277,862,,862,17629,https://prod.eumadb.webmapp.it/resources/trails/12277,https://osm2cai.cai.it/hiking-route/id/17629,"",https://osm2cai.cai.it/api/v1/hiking-route/17629,CAI
4861,323,,323,11103,https://prod.eumadb.webmapp.it/resources/trails/4861,https://osm2cai.cai.it/hiking-route/id/11103,"",https://osm2cai.cai.it/api/v1/hiking-route/11103,CAI
3701,131,,131,1389,https://prod.eumadb.webmapp.it/resources/trails/3701,https://osm2cai.cai.it/hiking-route/id/1389,"",https://osm2cai.cai.it/api/v1/hiking-route/1389,CAI
12279,821A,,821A,17503,https://prod.eumadb.webmapp.it/resources/trails/12279,https://osm2cai.cai.it/hiking-route/id/17503,"",https://osm2cai.cai.it/api/v1/hiking-route/17503,CAI
3351,Sentiero dei Valdesi,,806,4473,https://prod.eumadb.webmapp.it/resources/trails/3351,https://osm2cai.cai.it/hiking-route/id/4473,"",https://osm2cai.cai.it/api/v1/hiking-route/4473,CAI
1974,Vrata - Preradovićev vrh,,1517,08_15_17,https://prod.eumadb.webmapp.it/resources/trails/1974,https://www.hps.hr/karta/index.html?track=08_15_17.gpx&number=1517&naziv=Vrata - Preradovićev vrh&area=gorski_kotar_jug,https://www.hps.hr/karta/gpx/08_15_17x.gpx,"",HPS
2888,P06A,,P06A,27500,https://prod.eumadb.webmapp.it/resources/trails/2888,https://osm2cai.cai.it/hiking-route/id/27500,"",https://osm2cai.cai.it/api/v1/hiking-route/27500,CAI
4866,T36 - Pella - Piana dei Monti,,T36,17214,https://prod.eumadb.webmapp.it/resources/trails/4866,https://osm2cai.cai.it/hiking-route/id/17214,"",https://osm2cai.cai.it/api/v1/hiking-route/17214,CAI
12280,Panigaro - Faggio,,801C,5868,https://prod.eumadb.webmapp.it/resources/trails/12280,https://osm2cai.cai.it/hiking-route/id/5868,"",https://osm2cai.cai.it/api/v1/hiking-route/5868,CAI
3290,113,,113,4837,https://prod.eumadb.webmapp.it/resources/trails/3290,https://osm2cai.cai.it/hiking-route/id/4837,"",https://osm2cai.cai.it/api/v1/hiking-route/4837,CAI
3291,25,,25,4410,https://prod.eumadb.webmapp.it/resources/trails/3291,https://osm2cai.cai.it/hiking-route/id/4410,"",https://osm2cai.cai.it/api/v1/hiking-route/4410,CAI
2847,399,,399,19342,https://prod.eumadb.webmapp.it/resources/trails/2847,https://osm2cai.cai.it/hiking-route/id/19342,"",https://osm2cai.cai.it/api/v1/hiking-route/19342,CAI
2801,154,,154,6045,https://prod.eumadb.webmapp.it/resources/trails/2801,https://osm2cai.cai.it/hiking-route/id/6045,"",https://osm2cai.cai.it/api/v1/hiking-route/6045,CAI
19444,Podvelka-Sv. Ignacij-Lovska koča Klančnik,,"",32173,https://prod.eumadb.webmapp.it/resources/trails/19444,https://mapzs.pzs.si/path/32173,https://mapzs.pzs.si/api/tracks/32173/gpx,"",PZS
4487,A58b - bivio da strada - bivio A58,,A58B,18567,https://prod.eumadb.webmapp.it/resources/trails/4487,https://osm2cai.cai.it/hiking-route/id/18567,"",https://osm2cai.cai.it/api/v1/hiking-route/18567,CAI
18458,Dolenja vas - Ključ,,"",31349,https://prod.eumadb.webmapp.it/resources/trails/18458,https://mapzs.pzs.si/path/31349,https://mapzs.pzs.si/api/tracks/31349/gpx,"",PZS
10908,M16 - Malesco - Cappella del Group,,M16,12353,https://prod.eumadb.webmapp.it/resources/trails/10908,https://osm2cai.cai.it/hiking-route/id/12353,"",https://osm2cai.cai.it/api/v1/hiking-route/12353,CAI
3299,238B,,238B,27742,https://prod.eumadb.webmapp.it/resources/trails/3299,https://osm2cai.cai.it/hiking-route/id/27742,"",https://osm2cai.cai.it/api/v1/hiking-route/27742,CAI
10909,Anello delle Sughere,,642,2774,https://prod.eumadb.webmapp.it/resources/trails/10909,https://osm2cai.cai.it/hiking-route/id/2774,"",https://osm2cai.cai.it/api/v1/hiking-route/2774,CAI
4488,561,,561,8742,https://prod.eumadb.webmapp.it/resources/trails/4488,https://osm2cai.cai.it/hiking-route/id/8742,"",https://osm2cai.cai.it/api/v1/hiking-route/8742,CAI
2771,Vrana,,11,18_11,https://prod.eumadb.webmapp.it/resources/trails/2771,https://www.hps.hr/karta/index.html?track=18_11.gpx&number=11&naziv=Vrana&area=dalmacija,https://www.hps.hr/karta/gpx/18_11x.gpx,"",HPS
2772,Čikeši - Grljak,,2,19_02,https://prod.eumadb.webmapp.it/resources/trails/2772,https://www.hps.hr/karta/index.html?track=19_02.gpx&number=2&naziv=Čikeši - Grljak&area=biokovo,https://www.hps.hr/karta/gpx/19_02x.gpx,"",HPS
4867,Sentiero del Totoga,,E345,9264,https://prod.eumadb.webmapp.it/resources/trails/4867,https://osm2cai.cai.it/hiking-route/id/9264,"",https://osm2cai.cai.it/api/v1/hiking-route/9264,CAI
4146,907,,907,12452,https://prod.eumadb.webmapp.it/resources/trails/4146,https://osm2cai.cai.it/hiking-route/id/12452,"",https://osm2cai.cai.it/api/v1/hiking-route/12452,CAI
7515,Via Balestrate,,858,16859,https://prod.eumadb.webmapp.it/resources/trails/7515,https://osm2cai.cai.it/hiking-route/id/16859,"",https://osm2cai.cai.it/api/v1/hiking-route/16859,CAI
19445,Ožbalt-HE-Lovska koča Klančnik,,"",32192,https://prod.eumadb.webmapp.it/resources/trails/19445,https://mapzs.pzs.si/path/32192,https://mapzs.pzs.si/api/tracks/32192/gpx,"",PZS
18455,Setnik Zalog - Mali vrh - Sv. Lovrenc,,"",32481,https://prod.eumadb.webmapp.it/resources/trails/18455,https://mapzs.pzs.si/path/32481,https://mapzs.pzs.si/api/tracks/32481/gpx,"",PZS
4150,Raccordo Il Casone,,134C,6514,https://prod.eumadb.webmapp.it/resources/trails/4150,https://osm2cai.cai.it/hiking-route/id/6514,"",https://osm2cai.cai.it/api/v1/hiking-route/6514,CAI
18456,Gabrje - Grmada,,"",32186,https://prod.eumadb.webmapp.it/resources/trails/18456,https://mapzs.pzs.si/path/32186,https://mapzs.pzs.si/api/tracks/32186/gpx,"",PZS
3587,Sentiero Area Naturalistica Cronovilla,,SNC1,13537,https://prod.eumadb.webmapp.it/resources/trails/3587,https://osm2cai.cai.it/hiking-route/id/13537,"",https://osm2cai.cai.it/api/v1/hiking-route/13537,CAI
3607,J2,,J2,8777,https://prod.eumadb.webmapp.it/resources/trails/3607,https://osm2cai.cai.it/hiking-route/id/8777,"",https://osm2cai.cai.it/api/v1/hiking-route/8777,CAI
18627,Zg. Davča - Porezen,,"",32209,https://prod.eumadb.webmapp.it/resources/trails/18627,https://mapzs.pzs.si/path/32209,https://mapzs.pzs.si/api/tracks/32209/gpx,"",PZS
2816,5,,5,5270,https://prod.eumadb.webmapp.it/resources/trails/2816,https://osm2cai.cai.it/hiking-route/id/5270,"",https://osm2cai.cai.it/api/v1/hiking-route/5270,CAI
2828,13A,,13A,22530,https://prod.eumadb.webmapp.it/resources/trails/2828,https://osm2cai.cai.it/hiking-route/id/22530,"",https://osm2cai.cai.it/api/v1/hiking-route/22530,CAI
8572,132C,,132C,19184,https://prod.eumadb.webmapp.it/resources/trails/8572,https://osm2cai.cai.it/hiking-route/id/19184,"",https://osm2cai.cai.it/api/v1/hiking-route/19184,CAI
18463,Polhov Gradec - M. Grmada - Polhograjska Grmada,,"",31953,https://prod.eumadb.webmapp.it/resources/trails/18463,https://mapzs.pzs.si/path/31953,https://mapzs.pzs.si/api/tracks/31953/gpx,"",PZS
10430,303D,,303D,14095,https://prod.eumadb.webmapp.it/resources/trails/10430,https://osm2cai.cai.it/hiking-route/id/14095,"",https://osm2cai.cai.it/api/v1/hiking-route/14095,CAI
18629,Cerkno - Škofje,,"",32129,https://prod.eumadb.webmapp.it/resources/trails/18629,https://mapzs.pzs.si/path/32129,https://mapzs.pzs.si/api/tracks/32129/gpx,"",PZS
3377,M00 - Via del Mercato tappa 1,,M00,4466,https://prod.eumadb.webmapp.it/resources/trails/3377,https://osm2cai.cai.it/hiking-route/id/4466,"",https://osm2cai.cai.it/api/v1/hiking-route/4466,CAI
3378,Sentiero tra i monti e il lago - Tappa 1,,701A,4079,https://prod.eumadb.webmapp.it/resources/trails/3378,https://osm2cai.cai.it/hiking-route/id/4079,"",https://osm2cai.cai.it/api/v1/hiking-route/4079,CAI
3379,53,,53,4080,https://prod.eumadb.webmapp.it/resources/trails/3379,https://osm2cai.cai.it/hiking-route/id/4080,"",https://osm2cai.cai.it/api/v1/hiking-route/4080,CAI
3591,841,,841,7358,https://prod.eumadb.webmapp.it/resources/trails/3591,https://osm2cai.cai.it/hiking-route/id/7358,"",https://osm2cai.cai.it/api/v1/hiking-route/7358,CAI
4025,118A,,118A,1723,https://prod.eumadb.webmapp.it/resources/trails/4025,https://osm2cai.cai.it/hiking-route/id/1723,"",https://osm2cai.cai.it/api/v1/hiking-route/1723,CAI
18460,Setnik Zalog - Pasja ravan,,"",32341,https://prod.eumadb.webmapp.it/resources/trails/18460,https://mapzs.pzs.si/path/32341,https://mapzs.pzs.si/api/tracks/32341/gpx,"",PZS
2841,518,,518,3042,https://prod.eumadb.webmapp.it/resources/trails/2841,https://osm2cai.cai.it/hiking-route/id/3042,"",https://osm2cai.cai.it/api/v1/hiking-route/3042,CAI
1997,Matusajna od Panoramskog puta,,1631,08_16_31,https://prod.eumadb.webmapp.it/resources/trails/1997,https://www.hps.hr/karta/index.html?track=08_16_31.gpx&number=1631&naziv=Matusajna od Panoramskog puta&area=gorski_kotar_jug,https://www.hps.hr/karta/gpx/08_16_31x.gpx,"",HPS
3383,504,,504,4468,https://prod.eumadb.webmapp.it/resources/trails/3383,https://osm2cai.cai.it/hiking-route/id/4468,"",https://osm2cai.cai.it/api/v1/hiking-route/4468,CAI
2848,621B,,621B,6621,https://prod.eumadb.webmapp.it/resources/trails/2848,https://osm2cai.cai.it/hiking-route/id/6621,"",https://osm2cai.cai.it/api/v1/hiking-route/6621,CAI
18464,Polhov Gradec - Briše (Zavrh) - Koreno,,"",31600,https://prod.eumadb.webmapp.it/resources/trails/18464,https://mapzs.pzs.si/path/31600,https://mapzs.pzs.si/api/tracks/31600/gpx,"",PZS
3387,Sentiero 1: Valle dell'Inferno,,101,19609,https://prod.eumadb.webmapp.it/resources/trails/3387,https://osm2cai.cai.it/hiking-route/id/19609,"",https://osm2cai.cai.it/api/v1/hiking-route/19609,CAI
3451,753,,753,4941,https://prod.eumadb.webmapp.it/resources/trails/3451,https://osm2cai.cai.it/hiking-route/id/4941,"",https://osm2cai.cai.it/api/v1/hiking-route/4941,CAI
10910,M33 - in Bies - Bocchetta di Sant'Antonio,,M33,16638,https://prod.eumadb.webmapp.it/resources/trails/10910,https://osm2cai.cai.it/hiking-route/id/16638,"",https://osm2cai.cai.it/api/v1/hiking-route/16638,CAI
3406,Segnavia N 300 - Cascata delle Barche,,376,4909,https://prod.eumadb.webmapp.it/resources/trails/3406,https://osm2cai.cai.it/hiking-route/id/4909,"",https://osm2cai.cai.it/api/v1/hiking-route/4909,CAI
3407,I Melgheri - Prato del Cucù di Sopra,,839D,2856,https://prod.eumadb.webmapp.it/resources/trails/3407,https://osm2cai.cai.it/hiking-route/id/2856,"",https://osm2cai.cai.it/api/v1/hiking-route/2856,CAI
2877,319,,319,15393,https://prod.eumadb.webmapp.it/resources/trails/2877,https://osm2cai.cai.it/hiking-route/id/15393,"",https://osm2cai.cai.it/api/v1/hiking-route/15393,CAI
2878,204A,,204A,13814,https://prod.eumadb.webmapp.it/resources/trails/2878,https://osm2cai.cai.it/hiking-route/id/13814,"",https://osm2cai.cai.it/api/v1/hiking-route/13814,CAI
2879,CdF da Monterotondo a Roma Monte Sacro,,485,25693,https://prod.eumadb.webmapp.it/resources/trails/2879,https://osm2cai.cai.it/hiking-route/id/25693,"",https://osm2cai.cai.it/api/v1/hiking-route/25693,CAI
